"","ac5402de1ddf427ab8d2b0a8a0a44f19","2a2947125c677c6e27898ad4e9b9dca7","0cc2420a6a4698f8bf664d50b17d26b4","6a17479edbe461431433bddb084f731e","010f0ac2691bc0be12d0633d4b5d2cc4","058ed3f9b3464dcd2af7145b3b9c9026","5e151aa3f416a2fa6f0a1d8985282783","a66dd8d31584930c2b0f811f572dddcf","de61860db8d93da85692dffb5cf32ab9","5b6a30b5a900999d91448bc79c5e14d4","8937656c16c20701c107e715bad86732","25def15fb42bed6855ede4893d27a21d","f7686a74ca2d3729eb66305e8a26309b","d73c014c9a033812619aa44e9cae934f","eea6b86c0c75e740670ccc50613b1b23","0f0a1f8c92368be6e8d3145bd4e94cd1","180b74e94caf35fac5e1f0f4b7ad9d9f","ed1528f4822674c9e1da64b84c778e9f","0f92fcc184a951ff8b0914467ad2f8f9","60c57911662a9159dfdd0fc05d975a55","148c7eb0139bbc1b8c87dd31464742e4","ad7bc2bb6e1ec90a9bc3c8949bce80d6","d56536a97c18adccf18eb08958d93345","a9387e76477da8688775569cf540191b","f95daccc7c507e37800de5207028b992","1ad289cd8f44e109fd95de0382c5b252","5ff715b26c5f3632a12da2d4dbd758bd","e2c3ff4f647112723741aa72087f1bfa","b45c9784d674879d68d54362419a1d70","446ec4331e4894b14be920825fc962a5","237135dc8b20f922cabee934f7d410a1","0eb15dc6ca644533da15764998436274","370829fece3190f1a8efccf50b7d0921","b75d05e361f46e33b39ef21d05334744","ad52a0f6646c574417ce0b13b84acfa9","a650f349bbdffb95b3624519d1ba72b8","86deb5cf8d6f29d383136e0d09863b69","8720f9ecd2331ce68e2896df1bf2d977","dafe809740d0545dc25c6939a84a1820","8ce931b0c99ad5ed648c25483c1ca492","32382a0f5831da5faee464d011b5616c","539ca948741b9a713eb781d4281b23fc","74923f4bbde849e27fc4eda25d757e2a","1ba09da532a0f9985b3caf72a47b42e3","2403a466dd6d1e4f551d80394c2aa994","2480f3aa1e7784b461d9b5b83a6bfc81","9f74473636e6874853d88dfcbcecff49","1986030e3c5cd5df6d869054bc96e536","124c75409b4ecd0bf23a84e28593567d","94b000e59b7ac160b0416c9ab45ff0bf","10a9a0887483597b71cffa08dcda40de","07bfddb8e62098a85afc8fd68ebc308c","8e6e925baa81466352ff781a289e188d","d0f1985c2b919dcbd0bf4664c844a900","914d665720e41337748116b656be6270","e8cff5dd9314935749206c1d83214d77","def8acc0fc88cc9a9cf110370ecc2c37","4c1afcf47b47fc2850fae19210e27117","48e537eafb87fc4de5d87b022bc3fa66","992072d045462445dc239b35300af2cc","5d62137a2d05df0be8d6b7e163a3ef08","1634bc38311d3c868d1077602dc439f2","f1da0f084f3e5b7957d11d01abe7013d","c99c4c951e6f4745973043285ccf486b","ee2e7e1ec3775388a6a1000c5de4c483","82b92d7bdaa0d4ed90f869f14acf5088","59c4a678634e50b3fda861310820aadd","ad8991870b8bdd236d97d01487ddadc6","d0c34b21c7c96271a1bc5f7fe82df3a0","a06f5fd3db9f925457a537135871f616","54f25a2b09b2c1a1517c8b5472eca178","fdcd6808ef8269653d25dce4a55a025d","d43ad42f3b1625379a2429c10f419eda","2ea79eaaa0b23b2a7d2cf470cbaf72ea","b3fef1e26b7b6ac20847ede4da68547a","7db357a4adb452de8504d8ca1ddb3f99","6694ca246e895a4f1d7e1d077cc27f5d","145ebc1f8ab3b2896eb631008973c0b4","47ad35356a9bfec68416d32e4f039021","7e54570d21f03dfcefff07151a8c2d54","053c4d5b8717b60387f777efae437b40","2c61ba77eb8ea89ea85728bd0022ac09","a36d070ba91e6c48d0c79036200d0b20","ab2ef9bffd8e25c75290c0a2f6a8f85c","f4909ad74d5b44aa7c3694798c21ea87","2594fcf48955bec7b61a5ce4aefa3868","1141f30eddb626a3a1151a19445eadfe","2be34a58b64107daf7b5426302feeff7","ce33f26f3bd4784cdb63910753fa0792","30fc8af207d17abc37394fbf3d1793f7","a544abd909afc727c4418e4e19eed417","e644522cf6d7222c9da7f9ecf614cd89","0681937d15d01090c93f3fb99998d90c","9065d9fc5a50712e80be6f5dbef043d4","e4d915abc009819b3d89468b935271de","6240207fd3edd24bf0799b5f427423a0","df3f8cdac76c62baa98469c33b82d8df","31fe7997ddfef193110db377890f9520","596c1c5efe777a8d8aafbca19fe37e1d","f710c0927080e422094a96ffe13b389c","ecc877a3410d54ea784131356fe5ea73","3ccd9b32a9a7dc4a75ab7d88f35665df","fa71c8409cbcaad5dd98b8d80a46b07b","bf8144aac6a30e6695ad6bf8f49131ab","387e36ab394fd347fd94d8762016779f","984ef97167ec7b42d7a3650716d6a2ed","86417ff63eaf8a9473179df540422a81","6207087a2aeb57241cefe393e011bd02","4bec204a5986223b16143ad5db1c8433","a2de505abb56c8744ac2e8123c2d1bc1","5a0df24ab3d9c2d78a043cd477a54b4f","c8fce068920feb387167d44c01689295","9886d89016c5dfd08cdb3aed3c966cb6","64acd1cc6ba26f74372bdccbb9b8065c","a4dbf71f32a016e120fe6cf253dfa6c0","dd55670a7993a5317059df033d09d63f","bace8d5431c11e75808b28a88981721d","e66860dbaac1010e5b69f9780d84b3b2","86c98ea884e894ba5799c32cea3b7765","d28f5cab517f832750bbf62798e58dc3","0590c29091ff2b3affd966ed57773407","bd8cf9d4f4744a93802336d81b60966e","d9d0120f569d8e15590c6486f4ffed36","f283cd6d309acf7626b1fbc0079d275d","aadf067e83ca643294c80e37a0283592","33902c26956acf7efa69413cfea6326e","c22da6c79af27ac1f4eabbaa551ef052","957a16edeead7722188be53d05fbf001","354b3affe7706d4e6ddfb5b0511f5441","075614efc7d3dd61cd64a4e5f17078ae","4f3e4d6a8a9cb34f1cc87190e7090474","252d0fd6601d9776290e142e5bfd744b","856da3a5c943d7dccc1c1f2c0f15a981","84a09f7554a54295e2fe70e6d08b95a8","fff0f27911c727476a833d9e5a35dfeb","0cdc26df2e337ea78808c32c8f52c94b","53bc90e1c93440a53d0bf5ae8b456b1a","2ba1bc26e9373f83349a875dd4c0ad3a","1e6fb78e2244ca940f9fc31d88d711dc","6b9a2b83cbba29ae21ab29588bac0a5b","1d5ea3cb8686552de9dd9b1284a89dc9","12880b7b3ea5ac0628d143e0f13638b5","50569633cbb1654d8b28051a9449f45b","3794c39f5fa4a37b52d248bfb3e95abf","1731e2c1b8ee177b7fa7eecafb40898b","43c828faa858052ace54389bdcb47be5","bc5d102ce5ca031bd57231ea57206612","c3936710486e2affbcd6f59d36c68e2f","8c991b2f2830155b0481dd233b3af040","606163fa1f2a48591ccc82dde467cd7e","7ab381e80f5c97ad9f7ee107c0866487","c122dce029d0662e2c1ff1e3cfb2661e","656326d89791c753746563843909ebf2"
"10249.C017.04SS",6,0,0,0,0,0,0,34,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,729,0,0,0,4142,0,0,0,0,0,0,0,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C038.02SS",9952,0,2,0,116,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2448,465,0,0,0,0,0,0,47,0,0,0,0,0,0,0,5,0,3,0,0,1017,4,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C035.17SS",6352,0,0,0,3370,0,0,0,0,0,2,0,40,0,466,0,0,2186,47,0,0,379,8,1,0,69,0,2018,155,0,243,0,95,0,128,29,0,0,0,126,0,0,2,0,0,7,0,153,6,0,0,0,146,0,0,0,0,49,0,0,143,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C042.13SS",3036,0,359,40,3749,0,0,1059,0,0,1569,80,122,0,942,0,0,56,20,0,0,662,0,43,0,222,0,2058,202,0,0,0,98,0,214,184,0,51,2,4,0,0,4,0,0,6,106,28,47,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C011.06SS",0,0,0,0,0,0,0,0,0,0,324,0,397,0,147,0,0,0,0,0,0,2811,0,22,0,0,0,1024,6,0,7,0,484,0,233,7,0,0,9,2103,0,0,0,2,0,10,0,22,47,24,0,43,1111,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C014.12SS",7232,0,16,0,578,0,0,9,0,0,1013,0,96,0,354,0,0,1846,0,0,0,136,0,4,0,418,0,4452,45,0,11,0,260,112,629,567,0,65,0,288,0,0,20,0,0,3,274,558,1013,0,0,26,122,1,5,0,0,1346,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C024.10SS",8961,0,0,0,0,0,0,241,0,0,941,0,0,0,559,0,66,2,57,0,0,320,0,0,0,437,0,508,14,0,0,0,141,621,27,66,0,30,0,71,0,0,621,0,0,0,0,80,918,6,0,5,166,57,0,0,0,0,0,0,15,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C017.10SS",1428,0,14,0,0,0,0,22,9,0,0,8,0,0,0,0,0,0,0,0,0,71,5,0,0,0,0,1468,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C020.04SS",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,2,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,2,0,350,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C041.08SS",2005,0,0,0,0,0,0,154,0,0,9,5,0,0,0,0,0,1090,0,0,0,3509,18,0,0,0,0,3894,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,0,98,982,4,1,0,74,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C024.06SS",4547,0,187,0,0,0,0,3747,0,0,0,0,0,0,0,0,116,0,437,0,0,2,0,0,0,0,0,8014,0,0,0,0,0,2490,0,4,0,200,0,0,0,0,0,0,0,9,0,0,2,0,0,0,7,0,0,0,0,0,0,0,313,96,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C002.11SS",8,0,1120,0,2,0,0,0,0,0,0,0,0,0,1592,0,0,0,0,0,0,2369,0,0,0,671,0,3025,455,0,0,0,0,28,0,6,0,0,0,2388,0,0,0,0,0,2,0,0,2546,5,0,3,952,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C034.03SS",23,0,0,0,0,0,0,4,0,0,0,0,0,56,0,0,0,0,0,0,0,6,0,361,0,0,0,11,0,0,0,6327,0,0,5858,18,0,0,0,0,0,0,0,9,0,0,0,0,2960,424,0,0,5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C007.20SS",2173,0,600,330,1009,0,0,1000,35,0,579,107,23,0,80,0,145,328,71,0,23,60,0,2,0,120,0,239,2,0,0,0,113,246,506,9,0,14,9,12,0,3,0,0,0,0,0,6,5,0,2,0,24,0,0,0,0,0,0,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C009.16SS",3,0,0,0,2267,0,0,0,0,0,2370,624,207,0,388,0,0,746,0,294,1,149,0,4,0,294,0,584,24,0,7,0,62,0,1169,13,0,4,0,2,0,0,35,0,0,0,0,21,141,9,3,0,76,0,0,0,0,0,0,149,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C021.04SS",0,0,0,0,3964,0,0,0,0,0,2975,0,24,0,892,0,0,0,0,0,0,2,0,0,0,814,0,743,0,0,0,9,251,0,0,14,0,0,20,2118,0,15,592,0,0,5,0,53,547,0,0,0,3910,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0
"10249.C027.15SS",0,0,0,0,7421,0,0,0,0,0,20,130,87,0,549,0,0,68,0,0,0,2145,0,19,0,662,0,398,1026,0,6,0,405,0,692,100,0,0,30,898,0,0,181,0,0,6,0,74,118,0,3,1038,1001,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C020.08SS",6199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,85,19,242,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C031.18SS",7048,0,0,76,7,0,0,0,0,0,2,475,536,0,1705,0,0,2328,42,0,0,713,0,0,0,648,0,749,570,0,0,0,33,0,22,0,0,0,8,122,0,0,61,0,0,0,0,36,58,0,0,0,65,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C046.14SS",8959,0,0,0,0,0,0,0,0,0,0,375,114,0,31,0,0,0,0,0,0,1420,13,0,0,1535,0,0,298,0,0,0,208,0,53,18,0,6,0,1150,0,19,8,25,0,0,0,16,1013,0,0,0,331,64,48,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C042.15SS",10939,2,1264,518,4810,0,0,1022,0,0,3248,35,111,0,220,0,0,758,272,0,0,952,12,16,0,289,0,279,434,0,0,0,406,0,204,28,0,23,0,16,18,19,2,0,0,2,64,6,23,0,0,0,83,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C043.18SS",5731,0,166,15,3259,0,0,2777,0,0,0,0,28,0,15,0,0,156,63,0,0,290,0,2,0,592,0,990,148,0,0,0,444,0,6,76,0,0,0,91,0,0,31,0,0,0,0,0,0,0,0,0,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C053.08SS",0,0,0,2,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,3779,0,0,0,772,0,1153,0,0,0,0,361,64,0,62,0,609,0,1520,0,0,101,0,0,23,0,25,947,20,0,0,487,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,115,0,0,0,167,31,0,0,0,0,0,0,0,0,0,15,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C016.03SS",3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,562,2,0,0,0,0,1289,4376,0,0,10,5,0,0,761,0,0,0,933,0,0,32,0,0,0,0,0,1444,36,0,0,1392,36,7,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C005.15SS",3470,0,1909,167,3916,0,0,0,0,0,1161,0,145,0,104,0,0,0,67,0,0,227,0,8,0,353,0,350,1207,0,0,0,290,0,307,5,14,28,6,416,0,9,24,0,0,0,0,29,15,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C055.08SS",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,414,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C033.11SS",3223,0,0,74,819,0,0,363,15,0,0,0,61,0,89,0,0,0,32,0,0,95,0,0,0,0,0,2071,0,0,0,0,0,43,4,4,0,13,0,117,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C049.09SS",2905,0,0,0,2,0,0,0,0,0,0,2,17,0,26,0,0,0,0,0,0,1486,0,0,0,328,0,4868,0,0,0,0,130,0,215,11,0,505,0,454,0,0,30,0,0,0,0,0,763,0,0,0,327,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C004.11SS",4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318,0,0,0,0,0,68,0,0,0,8,0,0,0,4,0,0,0,174,0,0,0,0,0,0,0,0,213,2,0,846,8262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C001.26SS",3,0,0,0,6027,0,0,0,0,0,0,0,5,0,158,484,0,276,0,0,0,578,2,5,0,71,0,1558,14,0,0,0,64,0,31,34,0,0,0,203,0,0,12,0,0,6,0,88,123,0,0,0,6,0,0,0,0,0,0,203,41,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C030.06SS",0,0,8,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,5127,279,0,0,0,0,0,0,81,0,0,0,3539,0,0,0,0,0,0,0,55,408,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C041.11SS",5279,0,0,0,0,0,0,448,0,0,63,0,126,0,150,0,0,2831,0,0,0,146,0,0,0,15,0,2871,0,0,0,0,2,54,3,3,0,0,0,54,0,0,13,0,0,0,0,150,666,0,40,0,500,0,2,2,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10249.C038.04SS",4508,0,0,79,31,0,0,378,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1557,234,0,0,0,0,0,0,49,0,451,0,0,0,0,0,0,0,3,0,0,61,8,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
